bookmaker,market,player,line,odds,side,est_win_prob,ev
Caesars,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
Caesars,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
Bally Bet,player_points,Under,15.5,1.6,under,0.5,-0.492
DraftKings,player_threes,Under,1.5,1.6,under,0.5,-0.492
Bally Bet,player_points,Over,12.5,1.6,over,0.5,-0.492
FanDuel,player_steals,Under,1.5,1.6,under,0.5,-0.492
BetOnline.ag,player_threes,Under,3.5,1.6,under,0.5,-0.492
DraftKings,player_threes,Over,0.5,1.6,over,0.5,-0.492
Bally Bet,player_points,Under,22.5,1.6,under,0.5,-0.492
Bally Bet,player_points,Over,14.5,1.6,over,0.5,-0.492
DraftKings,player_threes,Over,0.5,1.6,over,0.5,-0.492
Caesars,player_assists,Over,1.5,1.6,over,0.5,-0.492
BetOnline.ag,player_rebounds,Under,4.5,1.6,under,0.5,-0.492
ProphetX,player_assists,Over,5.5,1.6,over,0.5,-0.492
BetOnline.ag,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
Bally Bet,player_points,Over,11.5,1.6,over,0.5,-0.492
Caesars,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
Caesars,player_threes,Under,1.5,1.6,under,0.5,-0.492
BetOnline.ag,player_rebounds,Over,2.5,1.6,over,0.5,-0.492
Caesars,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
DraftKings,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
DraftKings,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
DraftKings,player_rebounds,Over,2.5,1.6,over,0.5,-0.492
Caesars,player_rebounds,Under,5.5,1.6,under,0.5,-0.492
Caesars,player_threes,Over,2.5,1.6,over,0.5,-0.492
Bally Bet,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
Caesars,player_threes,Under,1.5,1.6,under,0.5,-0.492
Caesars,player_rebounds,Over,2.5,1.6,over,0.5,-0.492
Caesars,player_threes,Under,1.5,1.6,under,0.5,-0.492
Novig,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
FanDuel,player_assists,Over,5.5,1.6,over,0.5,-0.492
Novig,player_rebounds,Under,5.5,1.6,under,0.5,-0.492
FanDuel,player_threes,Over,2.5,1.6,over,0.5,-0.492
Caesars,player_threes,Under,3.5,1.6,under,0.5,-0.492
Caesars,player_threes,Under,3.5,1.6,under,0.5,-0.492
BetRivers,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
Bally Bet,player_points,Under,11.5,1.6,under,0.5,-0.492
ProphetX,player_points,Over,12.5,1.6,over,0.5,-0.492
ProphetX,player_points,Over,12.5,1.6,over,0.5,-0.492
ProphetX,player_points,Over,7.5,1.6,over,0.5,-0.492
DraftKings,player_threes,Over,0.5,1.6,over,0.5,-0.492
Caesars,player_assists,Over,4.5,1.6,over,0.5,-0.492
Caesars,player_assists,Over,2.5,1.6,over,0.5,-0.492
DraftKings,player_threes,Over,1.5,1.6,over,0.5,-0.492
Caesars,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
Caesars,player_rebounds,Under,6.5,1.6,under,0.5,-0.492
Caesars,player_threes,Under,1.5,1.6,under,0.5,-0.492
Caesars,player_threes,Over,1.5,1.6,over,0.5,-0.492
Novig,player_threes,Over,0.5,1.6,over,0.5,-0.492
FanDuel,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
DraftKings,player_rebounds,Over,2.5,1.6,over,0.5,-0.492
DraftKings,player_steals,Over,2.5,1.6,over,0.5,-0.492
ProphetX,player_assists,Over,10.5,1.6,over,0.5,-0.492
Caesars,player_rebounds,Over,7.5,1.6,over,0.5,-0.492
ProphetX,player_assists,Over,2.5,1.6,over,0.5,-0.492
FanDuel,player_rebounds,Under,5.5,1.6,under,0.5,-0.492
FanDuel,player_rebounds,Under,3.5,1.6,under,0.5,-0.492
Novig,player_threes,Under,3.5,1.6,under,0.5,-0.492
DraftKings,player_assists,Over,1.5,1.6,over,0.5,-0.492
DraftKings,player_assists,Over,3.5,1.6,over,0.5,-0.492
Novig,player_rebounds,Under,6.5,1.59,under,0.5,-0.49205
ESPN BET,player_assists,Under,2.5,1.59,under,0.5,-0.49205
ESPN BET,player_assists,Over,1.5,1.59,over,0.5,-0.49205
Hard Rock Bet,player_assists,Under,6.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_threes,Under,2.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_threes,Under,1.5,1.59,under,0.5,-0.49205
ESPN BET,player_threes,Over,2.5,1.59,over,0.5,-0.49205
Novig,player_assists,Under,3.5,1.59,under,0.5,-0.49205
ESPN BET,player_assists,Under,1.5,1.59,under,0.5,-0.49205
ESPN BET,player_assists,Under,1.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_threes,Over,3.5,1.59,over,0.5,-0.49205
ESPN BET,player_threes,Over,2.5,1.59,over,0.5,-0.49205
BetOnline.ag,player_threes,Under,2.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_assists,Over,1.5,1.59,over,0.5,-0.49205
ESPN BET,player_threes,Under,2.5,1.59,under,0.5,-0.49205
Fliff,player_threes,Under,2.5,1.59,under,0.5,-0.49205
BetOnline.ag,player_assists,Over,1.5,1.59,over,0.5,-0.49205
Hard Rock Bet,player_threes,Under,1.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_rebounds,Under,6.5,1.59,under,0.5,-0.49205
Fliff,player_steals,Over,2.5,1.59,over,0.5,-0.49205
ESPN BET,player_assists,Over,4.5,1.59,over,0.5,-0.49205
BetOnline.ag,player_threes,Over,0.5,1.59,over,0.5,-0.49205
Hard Rock Bet,player_rebounds,Under,3.5,1.59,under,0.5,-0.49205
ESPN BET,player_assists,Over,1.5,1.59,over,0.5,-0.49205
Hard Rock Bet,player_rebounds,Under,4.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_threes,Over,0.5,1.59,over,0.5,-0.49205
Fliff,player_threes,Under,1.5,1.59,under,0.5,-0.49205
ESPN BET,player_rebounds,Under,3.5,1.59,under,0.5,-0.49205
ProphetX,player_rebounds,Over,4.5,1.59,over,0.5,-0.49205
Fliff,player_threes,Over,1.5,1.59,over,0.5,-0.49205
Fliff,player_threes,Under,3.5,1.59,under,0.5,-0.49205
ESPN BET,player_assists,Over,0.5,1.59,over,0.5,-0.49205
ESPN BET,player_rebounds,Under,3.5,1.59,under,0.5,-0.49205
Fliff,player_rebounds,Under,5.5,1.59,under,0.5,-0.49205
ProphetX,player_rebounds,Over,7.5,1.59,over,0.5,-0.49205
ESPN BET,player_threes,Over,0.5,1.59,over,0.5,-0.49205
ESPN BET,player_threes,Over,0.5,1.59,over,0.5,-0.49205
Hard Rock Bet,player_threes,Under,1.5,1.59,under,0.5,-0.49205
Novig,player_rebounds,Under,6.5,1.59,under,0.5,-0.49205
BetOnline.ag,player_rebounds,Over,2.5,1.59,over,0.5,-0.49205
ESPN BET,player_assists,Under,2.5,1.59,under,0.5,-0.49205
Novig,player_rebounds,Under,3.5,1.59,under,0.5,-0.49205
Fliff,player_threes,Under,1.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_threes,Over,1.5,1.59,over,0.5,-0.49205
Fliff,player_rebounds,Over,2.5,1.59,over,0.5,-0.49205
Novig,player_blocks,Over,0.5,1.59,over,0.5,-0.49205
Novig,player_assists,Under,1.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_blocks,Over,0.5,1.59,over,0.5,-0.49205
Hard Rock Bet,player_assists,Over,3.5,1.59,over,0.5,-0.49205
ESPN BET,player_assists,Under,3.5,1.59,under,0.5,-0.49205
Fliff,player_assists,Over,0.5,1.59,over,0.5,-0.49205
Fliff,player_assists,Under,2.5,1.59,under,0.5,-0.49205
ESPN BET,player_threes,Under,3.5,1.59,under,0.5,-0.49205
Fliff,player_threes,Under,3.5,1.59,under,0.5,-0.49205
Fliff,player_threes,Over,2.5,1.59,over,0.5,-0.49205
Hard Rock Bet,player_rebounds,Under,3.5,1.59,under,0.5,-0.49205
Fliff,player_rebounds,Over,2.5,1.59,over,0.5,-0.49205
Fliff,player_steals,Over,0.5,1.59,over,0.5,-0.49205
ESPN BET,player_rebounds,Over,3.5,1.59,over,0.5,-0.49205
ESPN BET,player_rebounds,Under,4.5,1.59,under,0.5,-0.49205
Fliff,player_assists,Over,1.5,1.59,over,0.5,-0.49205
Bovada,player_threes,Under,1.5,1.59,under,0.5,-0.49205
FanDuel,player_rebounds,Over,2.5,1.59,over,0.5,-0.49205
ESPN BET,player_threes,Under,1.5,1.59,under,0.5,-0.49205
Bovada,player_threes,Over,2.5,1.59,over,0.5,-0.49205
ESPN BET,player_assists,Under,2.5,1.59,under,0.5,-0.49205
ESPN BET,player_rebounds,Under,3.5,1.59,under,0.5,-0.49205
Novig,player_rebounds,Under,5.5,1.59,under,0.5,-0.49205
Fliff,player_steals,Under,1.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_rebounds,Over,2.5,1.59,over,0.5,-0.49205
ESPN BET,player_rebounds,Under,3.5,1.59,under,0.5,-0.49205
Hard Rock Bet,player_rebounds,Under,3.5,1.59,under,0.5,-0.49205
ProphetX,player_assists,Over,3.5,1.58,over,0.5,-0.4921
ProphetX,player_points,Over,10.5,1.58,over,0.5,-0.4921
Novig,player_threes,Under,1.5,1.58,under,0.5,-0.4921
BetOnline.ag,player_assists,Under,2.5,1.58,under,0.5,-0.4921
Novig,player_assists,Over,4.5,1.58,over,0.5,-0.4921
Caesars,player_threes,Under,3.5,1.58,under,0.5,-0.4921
Caesars,player_threes,Under,2.5,1.58,under,0.5,-0.4921
Novig,player_rebounds,Under,6.5,1.58,under,0.5,-0.4921
Novig,player_assists,Over,5.5,1.58,over,0.5,-0.4921
BetOnline.ag,player_threes,Over,0.5,1.58,over,0.5,-0.4921
BetOnline.ag,player_threes,Under,1.5,1.58,under,0.5,-0.4921
FanDuel,player_threes,Under,3.5,1.58,under,0.5,-0.4921
Novig,player_points,Over,19.5,1.58,over,0.5,-0.4921
Novig,player_rebounds,Under,10.5,1.58,under,0.5,-0.4921
Novig,player_assists,Under,2.5,1.58,under,0.5,-0.4921
FanDuel,player_threes,Over,0.5,1.58,over,0.5,-0.4921
Fliff,player_assists,Under,1.5,1.57,under,0.5,-0.49215
BetMGM,player_threes,Under,2.5,1.57,under,0.5,-0.49215
Caesars,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
ProphetX,player_points,Over,6.5,1.57,over,0.5,-0.49215
Fliff,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
BetMGM,player_threes,Under,2.5,1.57,under,0.5,-0.49215
BetMGM,player_assists,Under,2.5,1.57,under,0.5,-0.49215
DraftKings,player_blocks,Over,0.5,1.57,over,0.5,-0.49215
BetMGM,player_threes,Under,3.5,1.57,under,0.5,-0.49215
BetMGM,player_threes,Over,0.5,1.57,over,0.5,-0.49215
Hard Rock Bet,player_steals,Over,0.5,1.57,over,0.5,-0.49215
FanDuel,player_rebounds,Over,2.5,1.57,over,0.5,-0.49215
Caesars,player_rebounds,Under,4.5,1.57,under,0.5,-0.49215
DraftKings,player_assists,Under,2.5,1.57,under,0.5,-0.49215
DraftKings,player_threes,Over,0.5,1.57,over,0.5,-0.49215
Hard Rock Bet,player_threes,Over,0.5,1.57,over,0.5,-0.49215
DraftKings,player_blocks,Under,0.5,1.57,under,0.5,-0.49215
Caesars,player_threes,Under,1.5,1.57,under,0.5,-0.49215
Caesars,player_assists,Over,1.5,1.57,over,0.5,-0.49215
Bally Bet,player_blocks,Over,0.5,1.57,over,0.5,-0.49215
BetMGM,player_threes,Over,2.5,1.57,over,0.5,-0.49215
BetOnline.ag,player_threes,Over,2.5,1.57,over,0.5,-0.49215
DraftKings,player_steals,Over,0.5,1.57,over,0.5,-0.49215
DraftKings,player_steals,Over,0.5,1.57,over,0.5,-0.49215
Fliff,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
FanDuel,player_threes,Over,1.5,1.57,over,0.5,-0.49215
Bally Bet,player_steals,Over,0.5,1.57,over,0.5,-0.49215
Fliff,player_steals,Under,1.5,1.57,under,0.5,-0.49215
FanDuel,player_steals,Over,0.5,1.57,over,0.5,-0.49215
BetMGM,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
Caesars,player_threes,Over,0.5,1.57,over,0.5,-0.49215
DraftKings,player_steals,Over,0.5,1.57,over,0.5,-0.49215
BetMGM,player_assists,Over,1.5,1.57,over,0.5,-0.49215
BetMGM,player_blocks,Over,0.5,1.57,over,0.5,-0.49215
BetMGM,player_assists,Over,1.5,1.57,over,0.5,-0.49215
BetRivers,player_assists,Over,2.5,1.57,over,0.5,-0.49215
BetMGM,player_rebounds,Under,5.5,1.57,under,0.5,-0.49215
BetMGM,player_assists,Over,0.5,1.57,over,0.5,-0.49215
BetMGM,player_threes,Over,0.5,1.57,over,0.5,-0.49215
DraftKings,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
ProphetX,player_rebounds,Over,8.5,1.57,over,0.5,-0.49215
Novig,player_assists,Over,4.5,1.57,over,0.5,-0.49215
Bally Bet,player_steals,Under,1.5,1.57,under,0.5,-0.49215
Fliff,player_threes,Under,1.5,1.57,under,0.5,-0.49215
DraftKings,player_threes,Over,0.5,1.57,over,0.5,-0.49215
BetOnline.ag,player_assists,Under,2.5,1.57,under,0.5,-0.49215
BetMGM,player_blocks,Over,0.5,1.57,over,0.5,-0.49215
Caesars,player_threes,Over,0.5,1.57,over,0.5,-0.49215
Caesars,player_threes,Under,2.5,1.57,under,0.5,-0.49215
DraftKings,player_threes,Under,0.5,1.57,under,0.5,-0.49215
Hard Rock Bet,player_threes,Under,2.5,1.57,under,0.5,-0.49215
BetMGM,player_rebounds,Over,2.5,1.57,over,0.5,-0.49215
Fliff,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
Hard Rock Bet,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
Hard Rock Bet,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
ProphetX,player_points,Over,10.5,1.57,over,0.5,-0.49215
DraftKings,player_threes,Under,1.5,1.57,under,0.5,-0.49215
Fliff,player_assists,Over,5.5,1.57,over,0.5,-0.49215
Hard Rock Bet,player_rebounds,Over,2.5,1.57,over,0.5,-0.49215
DraftKings,player_threes,Under,3.5,1.57,under,0.5,-0.49215
Bally Bet,player_assists,Over,2.5,1.57,over,0.5,-0.49215
BetMGM,player_assists,Under,1.5,1.57,under,0.5,-0.49215
Hard Rock Bet,player_steals,Over,0.5,1.57,over,0.5,-0.49215
Caesars,player_threes,Under,1.5,1.57,under,0.5,-0.49215
ProphetX,player_assists,Over,1.5,1.57,over,0.5,-0.49215
Fliff,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
Hard Rock Bet,player_assists,Under,4.5,1.57,under,0.5,-0.49215
BetMGM,player_blocks,Under,0.5,1.57,under,0.5,-0.49215
Caesars,player_rebounds,Under,5.5,1.57,under,0.5,-0.49215
Caesars,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
DraftKings,player_steals,Under,1.5,1.57,under,0.5,-0.49215
Fliff,player_assists,Under,1.5,1.57,under,0.5,-0.49215
DraftKings,player_threes,Under,2.5,1.57,under,0.5,-0.49215
Fliff,player_rebounds,Under,3.5,1.57,under,0.5,-0.49215
Hard Rock Bet,player_assists,Under,2.5,1.57,under,0.5,-0.49215
Hard Rock Bet,player_rebounds,Under,5.5,1.57,under,0.5,-0.49215
Hard Rock Bet,player_blocks,Over,0.5,1.57,over,0.5,-0.49215
Hard Rock Bet,player_rebounds,Over,3.5,1.56,over,0.5,-0.4922
ESPN BET,player_assists,Under,3.5,1.56,under,0.5,-0.4922
DraftKings,player_threes,Under,2.5,1.56,under,0.5,-0.4922
BetRivers,player_threes,Under,3.5,1.56,under,0.5,-0.4922
ESPN BET,player_rebounds,Under,4.5,1.56,under,0.5,-0.4922
BetOnline.ag,player_threes,Over,0.5,1.56,over,0.5,-0.4922
Fliff,player_threes,Over,0.5,1.56,over,0.5,-0.4922
Fliff,player_assists,Over,1.5,1.56,over,0.5,-0.4922
Fliff,player_threes,Over,0.5,1.56,over,0.5,-0.4922
Novig,player_rebounds,Under,8.5,1.56,under,0.5,-0.4922
ESPN BET,player_threes,Under,3.5,1.56,under,0.5,-0.4922
BetRivers,player_threes,Over,1.5,1.56,over,0.5,-0.4922
ESPN BET,player_threes,Over,2.5,1.56,over,0.5,-0.4922
Fliff,player_threes,Over,0.5,1.56,over,0.5,-0.4922
DraftKings,player_rebounds,Under,2.5,1.56,under,0.5,-0.4922
Fliff,player_threes,Over,0.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_rebounds,Under,3.5,1.56,under,0.5,-0.4922
ESPN BET,player_threes,Over,0.5,1.56,over,0.5,-0.4922
Bovada,player_threes,Under,3.5,1.56,under,0.5,-0.4922
Hard Rock Bet,player_steals,Over,0.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_threes,Under,3.5,1.56,under,0.5,-0.4922
Hard Rock Bet,player_steals,Over,0.5,1.56,over,0.5,-0.4922
ProphetX,player_assists,Over,3.5,1.56,over,0.5,-0.4922
Bally Bet,player_threes,Over,1.5,1.56,over,0.5,-0.4922
Fliff,player_threes,Under,1.5,1.56,under,0.5,-0.4922
ESPN BET,player_threes,Over,2.5,1.56,over,0.5,-0.4922
Novig,player_rebounds,Under,3.5,1.56,under,0.5,-0.4922
BetOnline.ag,player_rebounds,Under,3.5,1.56,under,0.5,-0.4922
DraftKings,player_assists,Under,2.5,1.56,under,0.5,-0.4922
FanDuel,player_threes,Over,2.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_assists,Under,2.5,1.56,under,0.5,-0.4922
ProphetX,player_rebounds,Over,2.5,1.56,over,0.5,-0.4922
ProphetX,player_rebounds,Over,5.5,1.56,over,0.5,-0.4922
FanDuel,player_threes,Under,2.5,1.56,under,0.5,-0.4922
Hard Rock Bet,player_assists,Under,2.5,1.56,under,0.5,-0.4922
ProphetX,player_rebounds,Over,9.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_threes,Over,2.5,1.56,over,0.5,-0.4922
DraftKings,player_threes,Over,0.5,1.56,over,0.5,-0.4922
ProphetX,player_points,Over,8.5,1.56,over,0.5,-0.4922
Fliff,player_threes,Under,1.5,1.56,under,0.5,-0.4922
Bally Bet,player_blocks,Over,0.5,1.56,over,0.5,-0.4922
Bally Bet,player_threes,Under,3.5,1.56,under,0.5,-0.4922
Bally Bet,player_steals,Over,0.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_points,Under,8.5,1.56,under,0.5,-0.4922
DraftKings,player_threes,Under,1.5,1.56,under,0.5,-0.4922
BetRivers,player_threes,Under,3.5,1.56,under,0.5,-0.4922
Hard Rock Bet,player_assists,Over,3.5,1.56,over,0.5,-0.4922
Fliff,player_assists,Over,0.5,1.56,over,0.5,-0.4922
Bovada,player_threes,Under,3.5,1.56,under,0.5,-0.4922
Fliff,player_threes,Under,1.5,1.56,under,0.5,-0.4922
ProphetX,player_rebounds,Over,2.5,1.56,over,0.5,-0.4922
ESPN BET,player_threes,Over,0.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_assists,Under,6.5,1.56,under,0.5,-0.4922
Novig,player_threes,Under,1.5,1.56,under,0.5,-0.4922
Bovada,player_threes,Under,2.5,1.56,under,0.5,-0.4922
DraftKings,player_threes,Under,0.5,1.56,under,0.5,-0.4922
FanDuel,player_rebounds,Over,3.5,1.56,over,0.5,-0.4922
ESPN BET,player_threes,Over,0.5,1.56,over,0.5,-0.4922
Fliff,player_threes,Under,2.5,1.56,under,0.5,-0.4922
Hard Rock Bet,player_threes,Under,3.5,1.56,under,0.5,-0.4922
Bally Bet,player_steals,Over,0.5,1.56,over,0.5,-0.4922
FanDuel,player_assists,Under,3.5,1.56,under,0.5,-0.4922
Bovada,player_threes,Over,2.5,1.56,over,0.5,-0.4922
FanDuel,player_threes,Under,1.5,1.56,under,0.5,-0.4922
Novig,player_assists,Over,1.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_rebounds,Over,2.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_steals,Over,1.5,1.56,over,0.5,-0.4922
Fliff,player_assists,Under,6.5,1.56,under,0.5,-0.4922
Novig,player_assists,Over,5.5,1.56,over,0.5,-0.4922
ESPN BET,player_rebounds,Under,3.5,1.56,under,0.5,-0.4922
Bally Bet,player_threes,Under,3.5,1.56,under,0.5,-0.4922
Bally Bet,player_blocks,Under,0.5,1.56,under,0.5,-0.4922
Fliff,player_steals,Under,1.5,1.56,under,0.5,-0.4922
ESPN BET,player_threes,Over,3.5,1.56,over,0.5,-0.4922
Hard Rock Bet,player_threes,Under,2.5,1.56,under,0.5,-0.4922
DraftKings,player_threes,Over,0.5,1.55,over,0.5,-0.49225
ProphetX,player_points,Over,6.5,1.55,over,0.5,-0.49225
Bally Bet,player_steals,Over,0.5,1.55,over,0.5,-0.49225
Caesars,player_rebounds,Under,5.5,1.55,under,0.5,-0.49225
Novig,player_rebounds,Over,2.5,1.55,over,0.5,-0.49225
Novig,player_blocks,Under,2.5,1.55,under,0.5,-0.49225
Bally Bet,player_steals,Under,0.5,1.55,under,0.5,-0.49225
Bally Bet,player_steals,Over,0.5,1.55,over,0.5,-0.49225
DraftKings,player_threes,Over,0.5,1.55,over,0.5,-0.49225
Novig,player_rebounds,Under,9.5,1.55,under,0.5,-0.49225
BetOnline.ag,player_assists,Under,2.5,1.55,under,0.5,-0.49225
Hard Rock Bet,player_assists,Under,3.5,1.54,under,0.5,-0.4923
Bally Bet,player_blocks,Over,1.5,1.54,over,0.5,-0.4923
Hard Rock Bet,player_blocks,Over,0.5,1.54,over,0.5,-0.4923
Caesars,player_assists,Over,5.5,1.54,over,0.5,-0.4923
FanDuel,player_rebounds,Under,3.5,1.54,under,0.5,-0.4923
BetMGM,player_threes,Over,0.5,1.54,over,0.5,-0.4923
ESPN BET,player_threes,Over,0.5,1.54,over,0.5,-0.4923
Hard Rock Bet,player_blocks,Over,0.5,1.54,over,0.5,-0.4923
Hard Rock Bet,player_threes,Under,3.5,1.54,under,0.5,-0.4923
Novig,player_assists,Under,2.5,1.54,under,0.5,-0.4923
ESPN BET,player_threes,Under,1.5,1.54,under,0.5,-0.4923
Bally Bet,player_steals,Over,0.5,1.54,over,0.5,-0.4923
Bovada,player_threes,Under,2.5,1.54,under,0.5,-0.4923
Hard Rock Bet,player_rebounds,Over,1.5,1.54,over,0.5,-0.4923
Bovada,player_threes,Under,3.5,1.54,under,0.5,-0.4923
FanDuel,player_threes,Over,1.5,1.54,over,0.5,-0.4923
Fliff,player_threes,Over,1.5,1.54,over,0.5,-0.4923
Novig,player_rebounds,Under,3.5,1.54,under,0.5,-0.4923
BetOnline.ag,player_assists,Over,1.5,1.54,over,0.5,-0.4923
Hard Rock Bet,player_assists,Over,1.5,1.54,over,0.5,-0.4923
Hard Rock Bet,player_threes,Over,2.5,1.54,over,0.5,-0.4923
BetOnline.ag,player_threes,Under,2.5,1.54,under,0.5,-0.4923
Caesars,player_threes,Over,0.5,1.54,over,0.5,-0.4923
FanDuel,player_rebounds,Under,3.5,1.54,under,0.5,-0.4923
Hard Rock Bet,player_threes,Under,2.5,1.54,under,0.5,-0.4923
Fliff,player_steals,Over,0.5,1.54,over,0.5,-0.4923
FanDuel,player_steals,Under,1.5,1.54,under,0.5,-0.4923
BetMGM,player_blocks,Over,0.5,1.54,over,0.5,-0.4923
ESPN BET,player_threes,Over,1.5,1.54,over,0.5,-0.4923
Caesars,player_threes,Under,2.5,1.54,under,0.5,-0.4923
Fliff,player_blocks,Over,0.5,1.54,over,0.5,-0.4923
Caesars,player_assists,Under,2.5,1.54,under,0.5,-0.4923
BetOnline.ag,player_threes,Over,0.5,1.54,over,0.5,-0.4923
Fliff,player_assists,Under,2.5,1.54,under,0.5,-0.4923
BetOnline.ag,player_threes,Under,2.5,1.54,under,0.5,-0.4923
ProphetX,player_rebounds,Over,2.5,1.54,over,0.5,-0.4923
BetMGM,player_assists,Under,3.5,1.54,under,0.5,-0.4923
BetMGM,player_blocks,Over,0.5,1.54,over,0.5,-0.4923
Caesars,player_threes,Over,2.5,1.54,over,0.5,-0.4923
ProphetX,player_assists,Over,2.5,1.54,over,0.5,-0.4923
Fliff,player_threes,Under,0.5,1.54,under,0.5,-0.4923
BetMGM,player_blocks,Under,2.5,1.54,under,0.5,-0.4923
BetOnline.ag,player_assists,Under,2.5,1.54,under,0.5,-0.4923
Bally Bet,player_steals,Under,1.5,1.54,under,0.5,-0.4923
BetOnline.ag,player_threes,Under,0.5,1.54,under,0.5,-0.4923
Bovada,player_threes,Over,2.5,1.54,over,0.5,-0.4923
Fliff,player_threes,Under,2.5,1.54,under,0.5,-0.4923
Hard Rock Bet,player_threes,Under,2.5,1.54,under,0.5,-0.4923
Hard Rock Bet,player_rebounds,Under,4.5,1.54,under,0.5,-0.4923
Fliff,player_threes,Over,0.5,1.54,over,0.5,-0.4923
Fliff,player_threes,Under,2.5,1.54,under,0.5,-0.4923
FanDuel,player_threes,Over,1.5,1.54,over,0.5,-0.4923
BetMGM,player_assists,Under,1.5,1.54,under,0.5,-0.4923
BetMGM,player_threes,Under,2.5,1.54,under,0.5,-0.4923
Novig,player_steals,Over,0.5,1.54,over,0.5,-0.4923
Fliff,player_steals,Over,0.5,1.54,over,0.5,-0.4923
Fliff,player_blocks,Over,0.5,1.54,over,0.5,-0.4923
Caesars,player_assists,Under,3.5,1.54,under,0.5,-0.4923
BetOnline.ag,player_threes,Under,1.5,1.54,under,0.5,-0.4923
Fliff,player_rebounds,Over,3.5,1.54,over,0.5,-0.4923
Novig,player_steals,Over,0.5,1.54,over,0.5,-0.4923
Bovada,player_assists,Under,3.5,1.53,under,0.5,-0.49235
BetMGM,player_threes,Under,1.5,1.53,under,0.5,-0.49235
Fliff,player_assists,Over,1.5,1.53,over,0.5,-0.49235
ProphetX,player_assists,Under,3.5,1.53,under,0.5,-0.49235
Novig,player_rebounds,Under,3.5,1.53,under,0.5,-0.49235
Hard Rock Bet,player_assists,Under,1.5,1.53,under,0.5,-0.49235
Novig,player_assists,Under,2.5,1.53,under,0.5,-0.49235
Hard Rock Bet,player_rebounds,Under,3.5,1.53,under,0.5,-0.49235
BetMGM,player_assists,Over,1.5,1.53,over,0.5,-0.49235
ProphetX,player_points,Over,18.5,1.53,over,0.5,-0.49235
BetMGM,player_threes,Over,1.5,1.53,over,0.5,-0.49235
BetMGM,player_rebounds,Under,2.5,1.53,under,0.5,-0.49235
DraftKings,player_assists,Under,2.5,1.53,under,0.5,-0.49235
Bally Bet,player_blocks,Under,0.5,1.53,under,0.5,-0.49235
ESPN BET,player_threes,Over,1.5,1.53,over,0.5,-0.49235
Hard Rock Bet,player_assists,Over,1.5,1.53,over,0.5,-0.49235
Hard Rock Bet,player_threes,Under,2.5,1.53,under,0.5,-0.49235
ESPN BET,player_threes,Over,0.5,1.53,over,0.5,-0.49235
ESPN BET,player_rebounds,Under,2.5,1.53,under,0.5,-0.49235
Hard Rock Bet,player_steals,Over,0.5,1.53,over,0.5,-0.49235
Hard Rock Bet,player_steals,Over,0.5,1.53,over,0.5,-0.49235
ESPN BET,player_assists,Over,1.5,1.53,over,0.5,-0.49235
Fliff,player_assists,Under,1.5,1.53,under,0.5,-0.49235
ESPN BET,player_assists,Over,1.5,1.53,over,0.5,-0.49235
ESPN BET,player_threes,Over,0.5,1.53,over,0.5,-0.49235
Fliff,player_threes,Under,2.5,1.53,under,0.5,-0.49235
ESPN BET,player_threes,Under,1.5,1.53,under,0.5,-0.49235
Hard Rock Bet,player_assists,Under,1.5,1.53,under,0.5,-0.49235
